name,description,justification,year,longitude,latitude,area_hectares,category,states,region,iso
Verla Groundwood and Board Mill,"<p>The Verla groundwood and board mill and its associated residential area is an outstanding, remarkably well-preserved example of the small-scale rural industrial settlements associated with pulp, paper and board production that flourished in northern Europe and North America in the 19th and early 20th centuries. Only a handful of such settlements survive to the present day.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural <em>criterion (iv)</em> considering that the Groundwood and Board Mill and its associated habitation is an outstanding and remarkably well preserved example of the small-scale rural industrial settlement associated with pulp, paper, and board production that flourished in northern Europe and North America in the 19th and early 20th centuries, of which only a handful survives to the present day.</p>",1996,26.64083,61.06194,22.778,Cultural,Finland,Europe and North America,fi
Mont-Saint-Michel and its Bay,"<p>Perched on a rocky islet in the midst of vast sandbanks exposed to powerful tides between Normandy and Brittany stand the 'Wonder of the West', a Gothic-style Benedictine abbey dedicated to the archangel St Michael, and the village that grew up in the shadow of its great walls. Built between the 11th and 16th centuries, the abbey is a technical and artistic <em>tour de force</em>, having had to adapt to the problems posed by this unique natural site.</p>",,1979,-1.51056,48.63556,6560,Cultural,France,Europe and North America,fr
Chartres Cathedral,"<p>Partly built starting in 1145, and then reconstructed over a 26-year period after the fire of 1194, Chartres Cathedral marks the high point of French Gothic art. The vast nave, in pure ogival style, the porches adorned with fine sculptures from the middle of the 12th century, and the magnificent 12th- and 13th-century stained-glass windows, all in remarkable condition, combine to make it a masterpiece.</p>",,1979,1.487222222,48.4475,1.06,Cultural,France,Europe and North America,fr
Palace and Park of Versailles,"<p>The Palace of Versailles was the principal residence of the French kings from the time of Louis XIV to Louis XVI. Embellished by several generations of architects, sculptors, decorators and landscape architects, it provided Europe with a model of the ideal royal residence for over a century.</p>",,1979,2.119444444,48.805,1070,Cultural,France,Europe and North America,fr
"V zelay, Church and Hill","<p>Shortly after its foundation in the 9th century, the Benedictine abbey of V&eacute;zelay acquired the relics of St Mary Magdalene and since then it has been an important place of pilgrimage. St Bernard preached the Second Crusade there in 1146 and Richard the Lion-Hearted and Philip II Augustus met there to leave for the Third Crusade in 1190. With its sculpted capitals and portal, the Madeleine of V&eacute;zelay &ndash; a 12th-century monastic church &ndash; is a masterpiece of Burgundian Romanesque art and architecture.</p>",,1979,3.748333333,47.46638889,183,Cultural,France,Europe and North America,fr
Prehistoric Sites and Decorated Caves of the V z re Valley,"<p>The V z re valley contains 147 prehistoric sites dating from the Palaeolithic and 25 decorated caves. It is particularly interesting from an ethnological and anthropological, as well as an aesthetic point of view because of its cave paintings, especially those of the Lascaux Cave, whose discovery in 1940 was of great importance for the history of prehistoric art. The hunting scenes show some 100 animal figures, which are remarkable for their detail, rich colours and lifelike quality.</p>",,1979,1.17,45.0575,0,Cultural,France,Europe and North America,fr
Palace and Park of Fontainebleau,"<p>Used by the kings of France from the 12th century, the medieval royal hunting lodge of Fontainebleau, standing at the heart of a vast forest in the Ile-de-France, was transformed, enlarged and embellished in the 16th century by Fran ois I, who wanted to make a 'New Rome' of it. Surrounded by an immense park, the Italianate palace combines Renaissance and French artistic traditions.</p>",,1981,2.698055556,48.40194444,144,Cultural,France,Europe and North America,fr
Amiens Cathedral,"<p>Amiens Cathedral, in the heart of Picardy, is one of the largest 'classic' Gothic churches of the 13th century. It is notable for the coherence of its plan, the beauty of its three-tier interior elevation and the particularly fine display of sculptures on the principal facade and in the south transept.</p>",,1981,2.301666667,49.895,1.54,Cultural,France,Europe and North America,fr
"Roman Theatre and its Surroundings and the Triumphal Arch"" of Orange""""oman Theatre and its Surr""","<p>Situated in the Rhone valley, the ancient theatre of Orange, with its 103-m-long facade, is one of the best preserved of all the great Roman theatres. Built between A.D. 10 and 25, the Roman arch is one of the most beautiful and interesting surviving examples of a provincial triumphal arch from the reign of Augustus. It is decorated with low reliefs commemorating the establishment of the Pax Romana.</p>",,1981,4.808416667,44.13572222,9.45,Cultural,France,Europe and North America,fr
"Arles, Roman and Romanesque Monuments","<p>Arles is a good example of the adaptation of an ancient city to medieval European civilization. It has some impressive Roman monuments, of which the earliest   the arena, the Roman theatre and the cryptoporticus (subterranean galleries)   date back to the 1st century B.C. During the 4th century Arles experienced a second golden age, as attested by the baths of Constantine and the necropolis of Alyscamps. In the 11th and 12th centuries, Arles once again became one of the most attractive cities in the Mediterranean. Within the city walls, Saint-Trophime, with its cloister, is one of Provence's major Romanesque monuments.</p>",,1981,4.630694444,43.67763889,65,Cultural,France,Europe and North America,fr
Cistercian Abbey of Fontenay,"<p>This stark Burgundian monastery was founded by St Bernard in 1119. With its church, cloister, refectory, sleeping quarters, bakery and ironworks, it is an excellent illustration of the ideal of self-sufficiency as practised by the earliest communities of Cistercian monks.</p>",,1981,4.38911,47.63944,5.77,Cultural,France,Europe and North America,fr
"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt ","<p>The Royal Saltworks of Arc-et-Senans, near Besan on, was built by Claude Nicolas Ledoux. Its construction, begun in 1775 during the reign of Louis XVI, was the first major achievement of industrial architecture, reflecting the ideal of progress of the Enlightenment. The vast, semicircular complex was designed to permit a rational and hierarchical organization of work and was to have been followed by the building of an ideal city, a project that was never realized.</p> <p>The Great Saltworks of Salins-les-Bains was active for at least 1200 years until stopping activity in 1962. From 1780 to 1895, its salt water travelled through 21 km of wood pipes to the Royal Saltworks of Arc-et-Senans. It was built near the immense Chaux Forest to ensure its supply of wood for fuel. The Saltworks of Salins shelters an underground gallery from the 13<sup>th</sup> century including a hydraulic pump from the 19<sup>th</sup> century that still functions. The boiler house demonstrates the difficulty of the saltworkers  labour to collect the  White Gold .</p>",,1982,5.876388889,46.9375,10.48,Cultural,France,Europe and North America,fr
